Age;Attrition;BusinessVoyage;Tarif_ journalier;Departement;Distance_travail;Formation;Formation-detail;Matricule;Satisfaction_environnement;Genre;tarif_horaire;Investissement_travail;Niveau_managerial;Poste;Satisfaction_travail;Statut_marital;Salaire_mensuel;tarif-mensuel;Nb_entreprises_travaillees;Heures_sup;%_augmentation_salariale;Note_performance;Satisfaction_relations;Contrat_horaire;Annees_dans_vie_pro;Formation_annee_precedente;Equilibre_vie_pro_perso;annee_anciennete;annee_poste_actuel;annees_depuis_promotion;annee_avec_manager_actuel
39;Non;Voyage_fréquemment;945;R&D;22;3;Medecine;1043;4;Femme;82;3;3;Manufacturing Director;1;célibataire;10880;5083;1;Yes;13;3;3;80;21;2;3;21;6;2;8
33;Non;Voyage-pas;1038;Ventes;8;1;Sciences;1044;2;Femme;88;2;1;Sales Representative;4;célibataire;2342;21437;0;No;19;3;4;80;3;2;2;2;2;2;2
45;Non;Voyage_rarement;1234;Ventes;11;2;Sciences;1045;4;Femme;90;3;4;Manager;4;Marié;17650;5404;3;No;13;3;2;80;26;4;4;9;3;1;1
32;Non;Voyage-pas;1109;R&D;29;4;Medecine;1046;4;Femme;69;3;1;Laboratory Technician;3;célibataire;4025;11135;9;No;12;3;2;80;10;2;3;8;7;7;7
34;Non;Voyage_rarement;216;Ventes;1;4;Marketing;1047;2;Homme;75;4;2;Sales Executive;4;Divorcé;9725;12278;0;No;11;3;4;80;16;2;2;15;1;0;9
59;Non;Voyage_rarement;1089;Ventes;1;2;Diplome technique;1048;2;Homme;66;3;3;Manager;4;Marié;11904;11038;3;Yes;14;3;3;80;14;1;1;6;4;0;4
45;Non;Voyage_rarement;788;RH;24;4;Medecine;1049;2;Homme;36;3;1;Human Resources;2;célibataire;2177;8318;1;No;16;3;1;80;6;3;3;6;3;0;4
53;Non;Voyage_fréquemment;124;Ventes;2;3;Marketing;1050;3;Femme;38;2;3;Sales Executive;2;Marié;7525;23537;2;No;12;3;1;80;30;2;3;15;7;6;12
36;Oui;Voyage_rarement;660;R&D;15;3;Autres;1052;1;Homme;81;3;2;Laboratory Technician;3;Divorcé;4834;7858;7;No;14;3;2;80;9;3;2;1;0;0;0
26;Oui;Voyage_fréquemment;342;R&D;2;3;Sciences;1053;1;Homme;57;3;1;Research Scientist;1;Marié;2042;15346;6;Yes;14;3;2;80;6;2;3;3;2;1;2
34;Non;Voyage_rarement;1333;Ventes;10;4;Sciences;1055;3;Femme;87;3;1;Sales Representative;3;Marié;2220;18410;1;Yes;19;3;4;80;1;2;3;1;1;0;0
28;Non;Voyage_rarement;1144;Ventes;10;1;Medecine;1056;4;Homme;74;3;1;Sales Representative;2;Marié;1052;23384;1;No;22;4;2;80;1;5;3;1;0;0;0
38;Non;Voyage_fréquemment;1186;R&D;3;4;Autres;1060;3;Homme;44;3;1;Research Scientist;3;Marié;2821;2997;3;No;16;3;1;80;8;2;3;2;2;2;2
50;Non;Voyage_rarement;1464;R&D;2;4;Medecine;1061;2;Homme;62;3;5;Research Director;3;Marié;19237;12853;2;Yes;11;3;4;80;29;2;2;8;1;7;7
37;Non;Voyage_rarement;124;R&D;3;3;Autres;1062;4;Femme;35;3;2;Healthcare Representative;2;célibataire;4107;13848;3;No;15;3;1;80;8;3;2;4;3;0;1
40;Non;Voyage_rarement;300;Ventes;26;3;Marketing;1066;3;Homme;74;3;2;Sales Executive;1;Marié;8396;22217;1;No;14;3;2;80;8;3;2;7;7;7;5
26;Non;Voyage_fréquemment;921;R&D;1;1;Medecine;1068;1;Femme;66;2;1;Research Scientist;3;Divorcé;2007;25265;1;No;13;3;3;80;5;5;3;5;3;1;3
46;Non;Voyage_rarement;430;R&D;1;4;Medecine;1069;4;Homme;40;3;5;Research Director;4;Divorcé;19627;21445;9;No;17;3;4;80;23;0;3;2;2;2;2
54;Non;Voyage_rarement;1082;Ventes;2;4;Sciences;1070;3;Femme;41;2;3;Sales Executive;3;Marié;10686;8392;6;No;11;3;2;80;13;4;3;9;4;7;0
56;Non;Voyage_fréquemment;1240;R&D;9;3;Medecine;1071;1;Femme;63;3;1;Research Scientist;3;Marié;2942;12154;2;No;19;3;2;80;18;4;3;5;4;0;3
36;Non;Voyage_rarement;796;R&D;12;5;Medecine;1073;4;Femme;51;2;3;Manufacturing Director;4;célibataire;8858;15669;0;No;11;3;2;80;15;2;2;14;8;7;8
55;Non;Voyage-pas;444;R&D;2;1;Medecine;1074;3;Homme;40;2;4;Manager;1;célibataire;16756;17323;7;No;15;3;2;80;31;3;4;9;7;6;2
43;Non;Voyage_rarement;415;Ventes;25;3;Medecine;1076;3;Homme;79;2;3;Sales Executive;4;Divorcé;10798;5268;5;No;13;3;3;80;18;5;3;1;0;0;0
20;Oui;Voyage_fréquemment;769;Ventes;9;3;Marketing;1077;4;Femme;54;3;1;Sales Representative;4;célibataire;2323;17205;1;Yes;14;3;2;80;2;3;3;2;2;0;2
21;Oui;Voyage_rarement;1334;R&D;10;3;Sciences;1079;3;Femme;36;2;1;Laboratory Technician;1;célibataire;1416;17258;1;No;13;3;1;80;1;6;2;1;0;1;0
46;Non;Voyage_rarement;1003;R&D;8;4;Sciences;1080;4;Femme;74;2;2;Research Scientist;1;Divorcé;4615;21029;8;Yes;23;4;1;80;19;2;3;16;13;1;7
51;Oui;Voyage_rarement;1323;R&D;4;4;Sciences;1081;1;Homme;34;3;1;Research Scientist;3;Marié;2461;10332;9;Yes;12;3;3;80;18;2;4;10;0;2;7
28;Oui;Voyage-pas;1366;R&D;24;2;Diplome technique;1082;2;Homme;72;2;3;Healthcare Representative;1;célibataire;8722;12355;1;No;12;3;1;80;10;2;2;10;7;1;9
26;Non;Voyage_rarement;192;R&D;1;2;Medecine;1083;1;Homme;59;2;1;Laboratory Technician;1;Marié;3955;11141;1;No;16;3;1;80;6;2;3;5;3;1;3
30;Non;Voyage_rarement;1176;R&D;20;3;Autres;1084;3;Homme;85;3;2;Manufacturing Director;1;Marié;9957;9096;0;No;15;3;3;80;7;1;2;6;2;0;2
41;Non;Voyage_rarement;509;R&D;7;2;Diplome technique;1085;2;Femme;43;4;1;Research Scientist;3;Marié;3376;18863;1;No;13;3;3;80;10;3;3;10;6;0;8
38;Non;Voyage_rarement;330;R&D;17;1;Sciences;1088;3;Femme;65;2;3;Healthcare Representative;3;Marié;8823;24608;0;No;18;3;1;80;20;4;2;19;9;1;9
40;Non;Voyage_rarement;1492;R&D;20;4;Diplome technique;1092;1;Homme;61;3;3;Healthcare Representative;4;Marié;10322;26542;4;No;20;4;4;80;14;6;3;11;10;11;1
27;Non;Voyage-pas;1277;R&D;8;5;Sciences;1094;1;Homme;87;1;1;Laboratory Technician;3;Marié;4621;5869;1;No;19;3;4;80;3;4;3;3;2;1;2
55;Non;Voyage_fréquemment;1091;R&D;2;1;Sciences;1096;4;Homme;65;3;3;Manufacturing Director;2;Marié;10976;15813;3;No;18;3;2;80;23;4;3;3;2;1;2
28;Non;Voyage_rarement;857;R&D;10;3;Autres;1097;3;Femme;59;3;2;Research Scientist;3;célibataire;3660;7909;3;No;13;3;4;80;10;4;4;8;7;1;7
44;Oui;Voyage_rarement;1376;RH;1;2;Medecine;1098;2;Homme;91;2;3;Human Resources;1;Marié;10482;2326;9;No;14;3;4;80;24;1;3;20;6;3;6
33;Non;Voyage_rarement;654;R&D;5;3;Sciences;1099;4;Homme;34;2;3;Healthcare Representative;4;Divorcé;7119;21214;4;No;15;3;3;80;9;2;3;3;2;1;2
35;Oui;Voyage_rarement;1204;Ventes;4;3;Diplome technique;1100;4;Homme;86;3;3;Sales Executive;1;célibataire;9582;10333;0;Yes;22;4;1;80;9;2;3;8;7;4;7
33;Oui;Voyage_fréquemment;827;R&D;29;4;Medecine;1101;1;Femme;54;2;2;Research Scientist;3;célibataire;4508;3129;1;No;22;4;2;80;14;4;3;13;7;3;8
28;Non;Voyage_rarement;895;R&D;15;2;Sciences;1102;1;Homme;50;3;1;Laboratory Technician;3;Divorcé;2207;22482;1;No;16;3;4;80;4;5;2;4;2;2;2
34;Non;Voyage_fréquemment;618;R&D;3;1;Sciences;1103;1;Homme;45;3;2;Healthcare Representative;4;célibataire;7756;22266;0;No;17;3;3;80;7;1;2;6;2;0;4
37;Non;Voyage_rarement;309;Ventes;10;4;Sciences;1105;4;Femme;88;2;2;Sales Executive;4;Divorcé;6694;24223;2;Yes;14;3;3;80;8;5;3;1;0;0;0
25;Oui;Voyage_rarement;1219;R&D;4;1;Diplome technique;1106;4;Homme;32;3;1;Laboratory Technician;4;Marié;3691;4605;1;Yes;15;3;2;80;7;3;4;7;7;5;6
26;Oui;Voyage_rarement;1330;R&D;21;3;Medecine;1107;1;Homme;37;3;1;Laboratory Technician;3;Divorcé;2377;19373;1;No;20;4;3;80;1;0;2;1;1;0;0
33;Oui;Voyage_rarement;1017;R&D;25;3;Medecine;1108;1;Homme;55;2;1;Research Scientist;2;célibataire;2313;2993;4;Yes;20;4;2;80;5;0;3;2;2;2;2
42;Non;Voyage_rarement;469;R&D;2;2;Medecine;1109;4;Homme;35;3;4;Manager;1;Marié;17665;14399;0;No;17;3;4;80;23;3;3;22;6;13;7
28;Oui;Voyage_fréquemment;1009;R&D;1;3;Medecine;1111;1;Homme;45;2;1;Laboratory Technician;2;Divorcé;2596;7160;1;No;15;3;1;80;1;2;3;1;0;0;0
50;Oui;Voyage_fréquemment;959;Ventes;1;4;Autres;1113;4;Homme;81;3;2;Sales Executive;3;célibataire;4728;17251;3;Yes;14;3;4;80;5;4;3;0;0;0;0
33;Non;Voyage_fréquemment;970;Ventes;7;3;Sciences;1114;4;Femme;30;3;2;Sales Executive;2;Marié;4302;13401;0;No;17;3;3;80;4;3;3;3;2;0;2
34;Non;Voyage-pas;697;R&D;3;4;Sciences;1115;3;Homme;40;2;1;Research Scientist;4;Marié;2979;22478;3;No;17;3;4;80;6;2;3;0;0;0;0
48;Non;Voyage-pas;1262;R&D;1;4;Medecine;1116;1;Homme;35;4;4;Manager;4;célibataire;16885;16154;2;No;22;4;3;80;27;3;2;5;4;2;1
45;Non;Voyage-pas;1050;Ventes;9;4;Sciences;1117;2;Femme;65;2;2;Sales Executive;3;Marié;5593;17970;1;No;13;3;4;80;15;2;3;15;10;4;12
52;Non;Voyage_rarement;994;R&D;7;4;Sciences;1118;2;Homme;87;3;3;Healthcare Representative;2;célibataire;10445;15322;7;No;19;3;4;80;18;4;3;8;6;4;0
38;Non;Voyage_rarement;770;Ventes;10;4;Marketing;1119;3;Homme;73;2;3;Sales Executive;3;Divorcé;8740;5569;0;Yes;14;3;2;80;9;2;3;8;7;2;7
29;Non;Voyage_rarement;1107;R&D;28;4;Sciences;1120;3;Femme;93;3;1;Research Scientist;4;Divorcé;2514;26968;4;No;22;4;1;80;11;1;3;7;5;1;7
28;Non;Voyage_rarement;950;R&D;3;3;Medecine;1121;4;Femme;93;3;3;Manufacturing Director;2;Divorcé;7655;8039;0;No;17;3;2;80;10;3;2;9;7;1;7
46;Non;Voyage_rarement;406;Ventes;3;1;Marketing;1124;1;Homme;52;3;4;Manager;3;Marié;17465;15596;3;No;12;3;4;80;23;3;3;12;9;4;9
38;Non;Voyage_rarement;130;Ventes;2;2;Marketing;1125;4;Homme;32;3;3;Sales Executive;2;célibataire;7351;20619;7;No;16;3;3;80;10;2;3;1;0;0;0
43;Non;Voyage_fréquemment;1082;R&D;27;3;Sciences;1126;3;Femme;83;3;3;Manufacturing Director;1;Marié;10820;11535;8;No;11;3;3;80;18;1;3;8;7;0;1
39;Oui;Voyage_fréquemment;203;R&D;2;3;Sciences;1127;1;Homme;84;3;4;Healthcare Representative;4;Divorcé;12169;13547;7;No;11;3;4;80;21;4;3;18;7;11;5
40;Non;Voyage_rarement;1308;R&D;14;3;Medecine;1128;3;Homme;44;2;5;Research Director;3;célibataire;19626;17544;1;No;14;3;1;80;21;2;4;20;7;4;9
21;Non;Voyage_rarement;984;R&D;1;1;Diplome technique;1131;4;Femme;70;2;1;Research Scientist;2;célibataire;2070;25326;1;Yes;11;3;3;80;2;6;4;2;2;2;2
39;Non;Voyage-pas;439;R&D;9;3;Sciences;1132;3;Homme;70;3;2;Laboratory Technician;2;célibataire;6782;8770;9;No;15;3;3;80;9;2;2;5;4;0;3
36;Non;Voyage-pas;217;R&D;18;4;Sciences;1133;1;Homme;78;3;2;Manufacturing Director;4;célibataire;7779;23238;2;No;20;4;1;80;18;0;3;11;9;0;9
31;Non;Voyage_fréquemment;793;Ventes;20;3;Sciences;1135;3;Homme;67;4;1;Sales Representative;4;Marié;2791;21981;0;No;12;3;1;80;3;4;3;2;2;2;2
28;Non;Voyage_rarement;1451;R&D;2;1;Sciences;1136;1;Homme;67;2;1;Research Scientist;2;Marié;3201;19911;0;No;17;3;1;80;6;2;1;5;3;0;4
35;Non;Voyage_fréquemment;1182;Ventes;11;2;Marketing;1137;4;Homme;54;3;2;Sales Executive;4;Divorcé;4968;18500;1;No;11;3;4;80;5;3;3;5;2;0;2
49;Non;Voyage_rarement;174;Ventes;8;4;Diplome technique;1138;4;Homme;56;2;4;Sales Executive;2;Marié;13120;11879;6;No;17;3;2;80;22;3;3;9;8;2;3
34;Non;Voyage_fréquemment;1003;R&D;2;2;Sciences;1140;4;Homme;95;3;2;Manufacturing Director;3;célibataire;4033;15834;2;No;11;3;4;80;5;3;2;3;2;0;2
29;Non;Voyage_fréquemment;490;R&D;10;3;Sciences;1143;4;Femme;61;3;1;Research Scientist;2;Divorcé;3291;17940;0;No;14;3;4;80;8;2;2;7;5;1;1
42;Non;Voyage_rarement;188;R&D;29;3;Medecine;1148;2;Homme;56;1;2;Laboratory Technician;4;célibataire;4272;9558;4;No;19;3;1;80;16;3;3;1;0;0;0
29;Non;Voyage_rarement;718;R&D;8;1;Medecine;1150;2;Homme;79;2;2;Manufacturing Director;4;Marié;5056;17689;1;Yes;15;3;3;80;10;2;2;10;7;1;2
38;Non;Voyage_rarement;433;RH;1;3;RH;1152;3;Homme;37;4;1;Human Resources;3;Marié;2844;6004;1;No;13;3;4;80;7;2;4;7;6;5;0
28;Non;Voyage_fréquemment;773;R&D;6;3;Sciences;1154;3;Homme;39;2;1;Research Scientist;3;Divorcé;2703;22088;1;Yes;14;3;4;80;3;2;3;3;1;0;2
18;Oui;Voyage-pas;247;R&D;8;1;Medecine;1156;3;Homme;80;3;1;Laboratory Technician;3;célibataire;1904;13556;1;No;12;3;4;80;0;0;3;0;0;0;0
33;Oui;Voyage_rarement;603;Ventes;9;4;Marketing;1157;1;Femme;77;3;2;Sales Executive;1;célibataire;8224;18385;0;Yes;17;3;1;80;6;3;3;5;2;0;3
41;Non;Voyage_rarement;167;R&D;12;4;Sciences;1158;2;Homme;46;3;1;Laboratory Technician;4;Marié;4766;9051;3;Yes;11;3;1;80;6;4;3;1;0;0;0
31;Oui;Voyage_fréquemment;874;R&D;15;3;Medecine;1160;3;Homme;72;3;1;Laboratory Technician;3;Marié;2610;6233;1;No;12;3;3;80;2;5;2;2;2;2;2
37;Non;Voyage_rarement;367;R&D;25;2;Medecine;1161;3;Femme;52;2;2;Healthcare Representative;4;Divorcé;5731;17171;7;No;13;3;3;80;9;2;3;6;2;1;3
27;Non;Voyage_rarement;199;R&D;6;3;Sciences;1162;4;Homme;55;2;1;Research Scientist;3;Marié;2539;7950;1;No;13;3;3;80;4;0;3;4;2;2;2
34;Non;Voyage_rarement;1400;Ventes;9;1;Sciences;1163;2;Femme;70;3;2;Sales Executive;3;Marié;5714;5829;1;No;20;4;1;80;6;3;2;6;5;1;3
35;Non;Voyage_rarement;528;RH;8;4;Diplome technique;1164;3;Homme;100;3;1;Human Resources;3;célibataire;4323;7108;1;No;17;3;2;80;6;2;1;5;4;1;4
29;Oui;Voyage_rarement;408;Ventes;23;1;Sciences;1165;4;Femme;45;2;3;Sales Executive;1;Marié;7336;11162;1;No;13;3;1;80;11;3;1;11;8;3;10
40;Non;Voyage_fréquemment;593;R&D;9;4;Medecine;1166;2;Femme;88;3;3;Research Director;3;célibataire;13499;13782;9;No;17;3;3;80;20;3;2;18;7;2;13
42;Oui;Voyage_fréquemment;481;Ventes;12;3;Sciences;1167;3;Homme;44;3;4;Sales Executive;1;célibataire;13758;2447;0;Yes;12;3;2;80;22;2;2;21;9;13;14
42;Non;Voyage_rarement;647;Ventes;4;4;Marketing;1171;2;Homme;45;3;2;Sales Executive;1;célibataire;5155;2253;7;No;13;3;4;80;9;3;4;6;4;1;5
35;Non;Voyage_rarement;982;R&D;1;4;Medecine;1172;4;Homme;58;2;1;Laboratory Technician;3;Marié;2258;16340;6;No;12;3;2;80;10;2;3;8;0;1;7
24;Non;Voyage_rarement;477;R&D;24;3;Medecine;1173;4;Homme;49;3;1;Laboratory Technician;2;célibataire;3597;6409;8;No;22;4;4;80;6;2;3;4;3;1;2
28;Oui;Voyage_rarement;1485;R&D;12;1;Sciences;1175;3;Femme;79;3;1;Laboratory Technician;4;Marié;2515;22955;1;Yes;11;3;4;80;1;4;2;1;1;0;0
26;Non;Voyage_rarement;1384;R&D;3;4;Medecine;1177;1;Homme;82;4;1;Laboratory Technician;4;Marié;4420;13421;1;No;22;4;2;80;8;2;3;8;7;0;7
30;Non;Voyage_rarement;852;Ventes;10;3;Marketing;1179;3;Homme;72;2;2;Sales Executive;3;Marié;6578;2706;1;No;18;3;1;80;10;3;3;10;3;1;4
40;Non;Voyage_fréquemment;902;R&D;26;2;Medecine;1180;3;Femme;92;2;2;Research Scientist;4;Marié;4422;21203;3;Yes;13;3;4;80;16;3;1;1;1;0;0
35;Non;Voyage_rarement;819;R&D;2;3;Sciences;1182;3;Homme;44;2;3;Manufacturing Director;2;Divorcé;10274;19588;2;No;18;3;2;80;15;2;4;7;7;6;4
34;Non;Voyage_fréquemment;669;R&D;1;3;Medecine;1184;4;Homme;97;2;2;Healthcare Representative;1;célibataire;5343;25755;0;No;20;4;3;80;14;3;3;13;9;4;9
35;Non;Voyage_fréquemment;636;R&D;4;4;Autres;1185;4;Homme;47;2;1;Laboratory Technician;4;Marié;2376;26537;1;No;13;3;2;80;2;2;4;2;2;2;2
43;Oui;Voyage_rarement;1372;Ventes;9;3;Marketing;1188;1;Femme;85;1;2;Sales Executive;3;célibataire;5346;9489;8;No;13;3;2;80;7;2;2;4;3;1;3
32;Non;Voyage-pas;862;Ventes;2;1;Sciences;1190;3;Femme;76;3;1;Sales Representative;1;Divorcé;2827;14947;1;No;12;3;3;80;1;3;3;1;0;0;0
56;Non;Voyage_rarement;718;R&D;4;4;Diplome technique;1191;4;Femme;92;3;5;Manager;1;Divorcé;19943;18575;4;No;13;3;4;80;28;2;3;5;2;4;2
29;Non;Voyage_rarement;1401;R&D;6;1;Medecine;1192;2;Femme;54;3;1;Laboratory Technician;4;Marié;3131;26342;1;No;13;3;1;80;10;5;3;10;8;0;8
19;Non;Voyage_rarement;645;R&D;9;2;Sciences;1193;3;Homme;54;3;1;Research Scientist;1;célibataire;2552;7172;1;No;25;4;3;80;1;4;3;1;1;0;0
45;Non;Voyage_rarement;1457;R&D;7;3;Medecine;1195;1;Femme;83;3;1;Research Scientist;3;Marié;4477;20100;4;Yes;19;3;3;80;7;2;2;3;2;0;2
37;Non;Voyage_rarement;977;R&D;1;3;Sciences;1196;4;Femme;56;2;2;Manufacturing Director;4;Marié;6474;9961;1;No;13;3;2;80;14;2;2;14;8;3;11
20;Non;Voyage_rarement;805;R&D;3;3;Sciences;1198;1;Homme;87;2;1;Laboratory Technician;3;célibataire;3033;12828;1;No;12;3;1;80;2;2;2;2;2;1;2
44;Oui;Voyage_rarement;1097;R&D;10;4;Sciences;1200;3;Homme;96;3;1;Research Scientist;3;célibataire;2936;10826;1;Yes;11;3;3;80;6;4;3;6;4;0;2
53;Non;Voyage_rarement;1223;R&D;7;2;Medecine;1201;4;Femme;50;3;5;Manager;3;Divorcé;18606;18640;3;No;18;3;2;80;26;6;3;7;7;4;7
29;Non;Voyage_rarement;942;R&D;15;1;Sciences;1202;2;Femme;69;1;1;Research Scientist;4;Marié;2168;26933;0;Yes;18;3;1;80;6;2;2;5;4;1;3
22;Oui;Voyage_fréquemment;1256;R&D;3;4;Sciences;1203;3;Homme;48;2;1;Research Scientist;4;Marié;2853;4223;0;Yes;11;3;2;80;1;5;3;0;0;0;0
46;Non;Voyage_rarement;1402;Ventes;2;3;Marketing;1204;3;Femme;69;3;4;Manager;1;Marié;17048;24097;8;No;23;4;1;80;28;2;3;26;15;15;9
44;Non;Voyage-pas;111;R&D;17;3;Sciences;1206;4;Homme;74;1;1;Research Scientist;3;célibataire;2290;4279;2;No;13;3;4;80;6;3;3;0;0;0;0
33;Non;Voyage_rarement;147;RH;2;3;RH;1207;2;Homme;99;3;1;Human Resources;3;Marié;3600;8429;1;No;13;3;4;80;5;2;3;5;4;1;4
41;Oui;Voyage-pas;906;R&D;5;2;Sciences;1210;1;Homme;95;2;1;Research Scientist;1;Divorcé;2107;20293;6;No;17;3;1;80;5;2;1;1;0;0;0
30;Non;Voyage_rarement;1329;Ventes;29;4;Sciences;1211;3;Homme;61;3;2;Sales Executive;1;Divorcé;4115;13192;8;No;19;3;3;80;8;3;3;4;3;0;3
40;Non;Voyage_fréquemment;1184;Ventes;2;4;Medecine;1212;2;Homme;62;3;2;Sales Executive;2;Marié;4327;25440;5;No;12;3;4;80;5;2;3;0;0;0;0
50;Non;Voyage_fréquemment;1421;R&D;2;3;Medecine;1215;4;Femme;30;3;4;Manager;1;Marié;17856;9490;2;No;22;4;3;80;32;3;3;2;2;2;2
28;Non;Voyage_rarement;1179;R&D;19;4;Medecine;1216;4;Homme;78;2;1;Laboratory Technician;1;Marié;3196;12449;1;No;12;3;3;80;6;2;3;6;5;3;3
46;Non;Voyage_rarement;1450;R&D;15;2;Sciences;1217;4;Homme;52;3;5;Research Director;2;Marié;19081;10849;5;No;11;3;1;80;25;2;3;4;2;0;3
35;Non;Voyage_rarement;1361;Ventes;17;4;Sciences;1218;3;Homme;94;3;2;Sales Executive;1;Marié;8966;21026;3;Yes;15;3;4;80;15;2;3;7;7;1;7
24;Oui;Voyage_rarement;984;R&D;17;2;Sciences;1219;4;Femme;97;3;1;Laboratory Technician;2;Marié;2210;3372;1;No;13;3;1;80;1;3;1;1;0;0;0
33;Non;Voyage_fréquemment;1146;Ventes;25;3;Medecine;1220;2;Femme;82;3;2;Sales Executive;3;Marié;4539;4905;1;No;12;3;1;80;10;3;2;10;7;0;1
36;Non;Voyage_rarement;917;R&D;6;4;Sciences;1221;3;Homme;60;1;1;Laboratory Technician;3;Divorcé;2741;6865;1;No;14;3;3;80;7;4;3;7;7;1;7
30;Non;Voyage_rarement;853;R&D;7;4;Sciences;1224;3;Homme;49;3;2;Laboratory Technician;3;Divorcé;3491;11309;1;No;13;3;1;80;10;4;2;10;7;8;9
44;Non;Voyage_rarement;200;R&D;29;4;Autres;1225;4;Homme;32;3;2;Research Scientist;4;célibataire;4541;7744;1;No;25;4;2;80;20;3;3;20;11;13;17
20;Non;Voyage_rarement;654;Ventes;21;3;Marketing;1226;3;Homme;43;4;1;Sales Representative;4;célibataire;2678;5050;1;No;17;3;4;80;2;2;3;2;1;2;2
46;Non;Voyage_rarement;150;R&D;2;4;Diplome technique;1228;4;Homme;60;3;2;Manufacturing Director;4;Divorcé;7379;17433;2;No;11;3;3;80;12;3;2;6;3;1;4
42;Non;Voyage-pas;179;RH;2;5;Medecine;1231;4;Homme;79;4;2;Human Resources;1;Marié;6272;12858;7;No;16;3;1;80;10;3;4;4;3;0;3
60;Non;Voyage_rarement;696;Ventes;7;4;Marketing;1233;2;Homme;52;4;2;Sales Executive;4;Divorcé;5220;10893;0;Yes;18;3;2;80;12;3;3;11;7;1;9
32;Non;Voyage_fréquemment;116;R&D;13;3;Autres;1234;3;Femme;77;2;1;Laboratory Technician;2;Marié;2743;7331;1;No;20;4;3;80;2;2;3;2;2;2;2
32;Non;Voyage_fréquemment;1316;R&D;2;2;Sciences;1235;4;Femme;38;3;2;Research Scientist;3;célibataire;4998;2338;4;Yes;14;3;4;80;10;2;3;8;7;0;7
36;Non;Voyage_rarement;363;R&D;1;3;Diplome technique;1237;3;Femme;77;1;3;Manufacturing Director;1;Divorcé;10252;4235;2;Yes;21;4;3;80;17;2;3;7;7;7;7
33;Non;Voyage_rarement;117;R&D;9;3;Medecine;1238;1;Homme;60;3;1;Research Scientist;4;Marié;2781;6311;0;No;13;3;2;80;15;5;3;14;10;4;10
40;Non;Voyage_rarement;107;Ventes;10;3;Diplome technique;1239;2;Femme;84;2;2;Sales Executive;2;Divorcé;6852;11591;7;No;12;3;2;80;7;2;4;5;1;1;3
25;Non;Voyage_rarement;1356;Ventes;10;4;Sciences;1240;3;Homme;57;3;2;Sales Executive;4;célibataire;4950;20623;0;No;14;3;2;80;5;4;3;4;3;1;1
30;Non;Voyage_rarement;1465;R&D;1;3;Medecine;1241;4;Homme;63;3;1;Research Scientist;2;Marié;3579;9369;0;Yes;21;4;1;80;12;2;3;11;9;5;7
42;Non;Voyage_fréquemment;458;R&D;26;5;Medecine;1242;1;Femme;60;3;3;Research Director;1;Marié;13191;23281;3;Yes;17;3;3;80;20;6;3;1;0;0;0
35;Non;Voyage-pas;1212;Ventes;8;2;Marketing;1243;3;Femme;78;2;3;Sales Executive;4;Marié;10377;13755;4;Yes;11;3;2;80;16;6;2;13;2;4;12
27;Non;Voyage_rarement;1103;R&D;14;3;Sciences;1244;1;Homme;42;3;1;Research Scientist;1;Marié;2235;14377;1;Yes;14;3;4;80;9;3;2;9;7;6;8
54;Non;Voyage_fréquemment;966;R&D;1;4;Sciences;1245;4;Femme;53;3;3;Manufacturing Director;3;Divorcé;10502;9659;7;No;17;3;1;80;33;2;1;5;4;1;4
44;Non;Voyage_rarement;1117;R&D;2;1;Sciences;1246;1;Femme;72;4;1;Research Scientist;4;Marié;2011;19982;1;No;13;3;4;80;10;5;3;10;5;7;7
19;Oui;Voyage-pas;504;R&D;10;3;Medecine;1248;1;Femme;96;2;1;Research Scientist;2;célibataire;1859;6148;1;Yes;25;4;2;80;1;2;4;1;1;0;0
29;Non;Voyage_rarement;1010;R&D;1;3;Sciences;1249;1;Femme;97;3;1;Research Scientist;4;Divorcé;3760;5598;1;No;15;3;1;80;3;5;3;3;2;1;2
54;Non;Voyage_rarement;685;R&D;3;3;Sciences;1250;4;Homme;85;3;4;Research Director;4;Marié;17779;23474;3;No;14;3;1;80;36;2;3;10;9;0;9
31;Non;Voyage_rarement;1332;R&D;11;2;Medecine;1251;3;Homme;80;3;2;Healthcare Representative;1;Marié;6833;17089;1;Yes;12;3;4;80;6;2;2;6;5;0;1
31;Non;Voyage_rarement;1062;R&D;24;3;Medecine;1252;3;Femme;96;2;2;Healthcare Representative;1;célibataire;6812;17198;1;No;19;3;2;80;10;2;3;10;9;1;8
59;Non;Voyage_rarement;326;Ventes;3;3;Sciences;1254;3;Femme;48;2;2;Sales Executive;4;célibataire;5171;16490;5;No;17;3;4;80;13;2;3;6;1;0;5
43;Non;Voyage_rarement;920;R&D;3;3;Sciences;1255;3;Homme;96;1;5;Research Director;4;Marié;19740;18625;3;No;14;3;2;80;25;2;3;8;7;0;7
49;Non;Voyage_rarement;1098;R&D;4;2;Medecine;1256;1;Homme;85;2;5;Manager;3;Marié;18711;12124;2;No;13;3;3;80;23;2;4;1;0;0;0
36;Non;Voyage_fréquemment;469;R&D;3;3;Diplome technique;1257;3;Homme;46;3;1;Research Scientist;2;Marié;3692;9256;1;No;12;3;3;80;12;2;2;11;10;0;7
48;Non;Voyage_rarement;969;R&D;2;2;Diplome technique;1258;4;Homme;76;4;1;Laboratory Technician;2;célibataire;2559;16620;5;No;11;3;3;80;7;4;2;1;0;0;0
